churn,tenure_months,monthly_charges,total_services,support_calls_last90d,late_payments_12m,downtime_hrs_6m,contract,internet,payment_method,support_tier,promo_status
1,14.9,91.1,4,3,0,3.85,month-to-month,dsl,electronic_check,basic,never
0,20.8,67.81,3,2,0,1.94,month-to-month,dsl,electronic_check,basic,past
0,17.6,93.87,3,4,0,1.98,month-to-month,dsl,electronic_check,basic,past
1,7.3,96.71,1,2,2,2.04,month-to-month,none,credit_card,basic,past
0,62.5,73.3,2,2,1,3.49,month-to-month,fiber,credit_card,basic,never
0,4.4,57.72,2,2,0,1.8,month-to-month,dsl,electronic_check,basic,past
0,8.3,98.69,2,4,0,3.74,two-year,dsl,electronic_check,basic,current
0,4.2,10.0,4,2,0,1.7,month-to-month,fiber,electronic_check,basic,never
1,1.5,107.13,2,4,2,3.5,month-to-month,fiber,electronic_check,basic,current
0,8.5,52.87,4,1,0,2.38,one-year,fiber,bank_transfer,basic,never
1,10.9,95.6,1,1,2,1.52,month-to-month,none,electronic_check,plus,past
0,19.0,104.65,3,4,1,2.45,month-to-month,fiber,credit_card,basic,never
0,33.5,36.79,3,0,0,1.57,month-to-month,dsl,electronic_check,plus,past
1,51.4,87.44,3,3,2,3.53,two-year,fiber,electronic_check,basic,past
0,3.0,62.6,3,1,1,1.89,two-year,fiber,bank_transfer,basic,past
0,27.3,83.31,2,3,0,1.86,two-year,dsl,bank_transfer,basic,never
0,6.9,53.68,3,3,0,0.6,month-to-month,fiber,credit_card,basic,current
0,29.2,73.25,2,0,1,3.17,two-year,fiber,electronic_check,plus,past
0,15.6,103.27,1,3,2,4.58,month-to-month,fiber,bank_transfer,premium,current
0,39.3,104.07,3,2,0,1.02,month-to-month,fiber,electronic_check,premium,past
0,30.8,59.29,3,0,0,2.59,month-to-month,dsl,credit_card,plus,past
0,2.9,82.04,2,3,0,4.0,month-to-month,dsl,electronic_check,basic,past
0,12.8,81.3,3,1,0,4.04,two-year,fiber,bank_transfer,plus,never
0,28.6,61.37,1,1,0,0.6,one-year,fiber,bank_transfer,basic,never
0,25.9,27.06,2,7,1,1.33,month-to-month,fiber,electronic_check,basic,past
1,6.1,73.3,3,1,0,2.31,one-year,fiber,credit_card,premium,never
0,29.8,19.33,1,1,2,2.31,one-year,dsl,electronic_check,plus,current
0,34.6,85.27,1,1,0,1.5,month-to-month,dsl,electronic_check,basic,past
0,40.7,115.89,2,5,0,3.63,month-to-month,dsl,credit_card,basic,past
0,7.7,89.06,1,1,0,2.78,month-to-month,fiber,electronic_check,basic,past
0,15.5,63.07,2,4,1,3.42,two-year,dsl,electronic_check,plus,current
0,7.7,39.95,2,3,2,4.02,two-year,fiber,bank_transfer,basic,never
0,11.6,38.56,3,3,1,4.13,month-to-month,fiber,credit_card,premium,never
0,8.5,80.3,2,3,0,2.65,two-year,fiber,electronic_check,basic,never
0,1.4,28.1,1,3,0,1.76,month-to-month,dsl,bank_transfer,premium,never
0,5.1,71.84,3,3,0,0.18,month-to-month,dsl,credit_card,basic,past
1,19.3,118.9,3,3,0,1.57,month-to-month,fiber,electronic_check,basic,past
1,14.3,147.6,2,2,0,1.53,month-to-month,none,electronic_check,basic,past
0,26.6,81.93,2,4,2,2.18,two-year,fiber,electronic_check,basic,never
0,50.7,63.34,2,1,0,4.1,one-year,fiber,bank_transfer,premium,past
0,3.0,75.34,3,0,0,4.07,month-to-month,fiber,electronic_check,plus,never
0,23.4,35.94,2,2,2,1.86,month-to-month,fiber,electronic_check,basic,current
0,2.9,76.19,2,3,1,1.45,one-year,dsl,bank_transfer,basic,never
0,9.1,43.82,3,4,0,3.01,month-to-month,dsl,electronic_check,basic,past
0,50.7,86.9,1,4,1,1.91,one-year,dsl,bank_transfer,basic,past
0,0.1,106.33,2,1,1,5.62,one-year,dsl,electronic_check,basic,past
0,14.2,51.25,2,3,0,1.67,one-year,fiber,electronic_check,basic,never
0,2.1,74.72,1,1,0,1.51,one-year,dsl,credit_card,plus,past
0,5.8,85.69,1,1,1,1.23,month-to-month,fiber,credit_card,plus,past
0,4.8,56.38,2,2,1,2.16,month-to-month,fiber,credit_card,plus,past
0,12.3,68.47,1,1,1,2.85,one-year,fiber,electronic_check,basic,past
0,6.6,30.24,2,2,2,2.52,month-to-month,dsl,bank_transfer,plus,past
0,0.5,109.38,0,1,2,0.92,one-year,none,bank_transfer,basic,past
0,14.2,62.89,3,1,0,1.73,month-to-month,fiber,electronic_check,plus,past
0,41.4,52.38,2,3,1,2.65,month-to-month,fiber,credit_card,plus,past
0,14.4,50.62,2,2,1,2.19,month-to-month,fiber,credit_card,basic,current
0,38.3,89.32,1,2,0,2.13,one-year,none,credit_card,plus,never
0,18.6,63.78,2,1,1,4.14,month-to-month,fiber,credit_card,plus,past
0,2.7,59.8,3,1,0,2.2,one-year,fiber,bank_transfer,basic,never
1,21.3,91.96,3,1,1,3.72,month-to-month,fiber,electronic_check,basic,past
0,4.5,94.0,1,2,0,2.72,month-to-month,dsl,bank_transfer,basic,never
0,17.9,52.92,2,4,0,5.87,one-year,fiber,bank_transfer,basic,never
0,25.5,71.01,2,4,1,2.57,two-year,dsl,electronic_check,basic,past
1,6.6,85.7,1,3,0,1.97,month-to-month,dsl,credit_card,plus,past
1,23.2,64.95,2,1,1,2.2,month-to-month,fiber,bank_transfer,plus,past
0,6.6,45.49,2,4,0,4.07,month-to-month,fiber,credit_card,basic,never
0,7.5,43.03,4,1,1,1.81,month-to-month,fiber,credit_card,premium,past
0,12.7,62.34,3,1,0,0.6,month-to-month,fiber,credit_card,plus,current
1,13.8,42.45,2,0,0,1.12,month-to-month,dsl,electronic_check,plus,past
0,17.3,83.06,1,3,0,1.3,one-year,dsl,electronic_check,basic,past
0,0.0,52.33,2,2,1,2.43,month-to-month,dsl,electronic_check,plus,current
0,27.5,79.83,2,2,0,2.79,two-year,fiber,electronic_check,basic,current
0,22.7,32.9,1,1,0,0.29,one-year,dsl,electronic_check,plus,never
0,17.8,57.24,1,4,1,3.36,two-year,none,credit_card,basic,current
0,9.9,61.46,1,2,1,2.5,one-year,none,electronic_check,basic,never
0,72.0,83.37,2,2,0,2.67,one-year,dsl,electronic_check,plus,past
0,72.0,47.22,4,1,0,0.23,month-to-month,dsl,bank_transfer,basic,past
0,1.0,35.4,3,1,0,1.07,one-year,dsl,electronic_check,basic,past
0,13.5,55.98,3,1,0,5.43,month-to-month,dsl,bank_transfer,plus,current
0,11.7,42.26,3,2,0,3.82,month-to-month,fiber,bank_transfer,plus,past
0,10.3,88.73,2,2,2,4.1,one-year,fiber,bank_transfer,basic,never
0,14.5,98.8,2,2,0,3.13,month-to-month,dsl,credit_card,basic,past
0,45.0,80.64,2,5,1,5.01,two-year,dsl,bank_transfer,basic,past
0,27.4,75.74,3,1,0,3.9,one-year,fiber,bank_transfer,basic,past
0,6.3,70.55,2,2,1,3.5,two-year,fiber,electronic_check,premium,past
0,7.0,90.63,2,1,1,1.38,two-year,dsl,credit_card,plus,current
1,4.3,61.94,4,3,1,3.5,month-to-month,fiber,electronic_check,plus,past
0,6.4,97.88,2,3,0,0.6,two-year,fiber,electronic_check,basic,never
0,16.4,96.49,3,2,2,2.27,month-to-month,dsl,credit_card,basic,never
1,1.3,66.49,2,3,0,1.77,month-to-month,fiber,bank_transfer,basic,past
0,3.4,72.6,2,1,1,4.61,two-year,none,bank_transfer,basic,never
0,26.8,32.24,4,3,1,0.0,one-year,dsl,credit_card,basic,never
0,8.7,44.66,2,2,0,1.01,one-year,dsl,bank_transfer,basic,past
0,34.8,18.62,1,1,1,1.79,two-year,fiber,electronic_check,premium,past
0,4.3,96.78,1,1,0,0.31,one-year,dsl,bank_transfer,basic,current
0,19.7,28.24,2,0,0,0.8,month-to-month,dsl,credit_card,plus,past
0,4.3,60.46,3,1,1,1.12,one-year,fiber,credit_card,plus,never
1,1.7,84.95,2,1,2,2.07,one-year,fiber,electronic_check,premium,past
0,5.1,115.08,1,2,1,1.29,one-year,fiber,credit_card,basic,past
1,12.2,90.32,3,3,1,4.53,two-year,fiber,credit_card,premium,past
0,13.1,48.43,1,1,1,2.65,one-year,fiber,electronic_check,plus,never
0,19.1,47.39,3,1,0,1.18,two-year,none,credit_card,plus,current
0,12.1,107.81,1,2,1,1.81,one-year,fiber,bank_transfer,basic,past
0,14.7,29.76,2,3,0,2.73,two-year,dsl,bank_transfer,plus,never
1,1.0,84.4,3,4,0,0.17,month-to-month,dsl,bank_transfer,basic,past
0,6.4,64.23,3,1,1,1.83,month-to-month,fiber,electronic_check,plus,past
0,11.1,113.49,2,1,0,3.81,month-to-month,fiber,bank_transfer,basic,never
0,20.6,111.43,1,1,1,0.0,two-year,dsl,electronic_check,basic,past
0,1.0,66.69,3,2,2,1.47,two-year,dsl,bank_transfer,basic,current
0,12.7,49.62,3,3,1,2.39,one-year,dsl,electronic_check,basic,never
0,2.1,60.39,2,0,0,2.53,month-to-month,dsl,electronic_check,premium,never
1,26.2,114.32,2,2,0,3.82,month-to-month,fiber,bank_transfer,plus,past
0,33.5,65.64,2,0,0,2.71,month-to-month,fiber,credit_card,plus,past
0,1.8,53.92,1,1,1,4.9,month-to-month,none,electronic_check,plus,past
0,19.6,51.8,3,0,0,0.39,month-to-month,dsl,electronic_check,premium,current
0,45.7,49.11,3,3,0,2.94,two-year,dsl,electronic_check,basic,past
0,0.2,60.64,3,2,0,3.85,month-to-month,fiber,electronic_check,basic,past
0,36.9,39.97,2,2,0,1.55,month-to-month,fiber,credit_card,plus,past
1,2.0,100.04,3,2,1,2.85,month-to-month,fiber,electronic_check,plus,never
0,27.0,53.46,2,2,1,1.94,month-to-month,fiber,bank_transfer,basic,past
0,10.8,65.83,1,3,1,2.12,month-to-month,dsl,electronic_check,basic,never
0,13.9,23.44,2,3,1,1.88,one-year,dsl,bank_transfer,basic,past
0,30.6,95.58,3,3,0,2.1,one-year,dsl,electronic_check,basic,never
0,3.6,81.4,1,3,1,4.05,two-year,fiber,credit_card,premium,past
0,12.8,73.48,2,3,1,3.15,month-to-month,fiber,electronic_check,basic,never
0,66.3,94.03,2,2,1,2.73,one-year,fiber,electronic_check,basic,never
0,48.7,100.39,2,2,1,2.17,one-year,fiber,electronic_check,plus,never
1,7.5,77.87,1,1,2,4.52,one-year,none,electronic_check,plus,past
0,33.0,78.28,3,2,1,1.85,month-to-month,fiber,electronic_check,basic,current
0,34.6,94.21,2,1,0,3.44,two-year,fiber,credit_card,basic,current
0,15.6,68.04,2,1,1,2.11,one-year,dsl,bank_transfer,basic,current
0,29.8,97.53,2,2,0,1.99,one-year,fiber,bank_transfer,basic,never
0,2.2,73.89,1,1,1,2.2,month-to-month,dsl,electronic_check,plus,past
0,44.9,65.28,2,3,0,3.55,two-year,fiber,electronic_check,plus,never
0,46.8,56.43,3,0,0,4.81,one-year,none,credit_card,plus,never
0,14.4,39.02,2,2,0,2.47,month-to-month,fiber,credit_card,basic,past
0,16.3,98.34,3,6,0,0.39,month-to-month,dsl,electronic_check,basic,current
1,27.5,113.7,3,3,0,3.54,month-to-month,fiber,bank_transfer,basic,never
0,26.5,10.0,3,2,0,1.05,month-to-month,dsl,electronic_check,premium,past
0,8.0,74.39,2,3,0,2.37,one-year,fiber,electronic_check,premium,never
0,26.0,51.34,2,4,2,0.6,one-year,fiber,electronic_check,plus,never
0,40.6,57.45,2,0,0,1.19,month-to-month,dsl,electronic_check,plus,never
1,14.5,66.47,2,1,1,5.13,month-to-month,fiber,credit_card,plus,current
0,0.3,90.7,2,1,1,5.5,month-to-month,fiber,credit_card,basic,never
0,7.1,88.84,3,1,0,3.13,month-to-month,fiber,electronic_check,premium,never
0,32.4,63.69,4,1,1,3.12,month-to-month,fiber,credit_card,basic,never
0,34.8,58.83,2,3,2,2.09,month-to-month,dsl,electronic_check,plus,never
0,21.2,72.53,4,1,1,0.24,one-year,dsl,electronic_check,basic,never
0,3.6,54.8,1,3,0,3.77,one-year,fiber,credit_card,basic,current
0,3.2,44.0,2,1,1,2.88,month-to-month,dsl,electronic_check,basic,past
0,20.7,72.19,2,3,0,1.7,one-year,dsl,electronic_check,plus,never
1,7.1,77.13,2,2,0,2.4,month-to-month,fiber,credit_card,basic,never
0,9.2,76.86,4,1,0,1.35,two-year,fiber,electronic_check,basic,never
0,1.0,88.55,2,1,0,2.47,month-to-month,none,bank_transfer,basic,never
0,19.6,57.02,4,2,0,3.03,month-to-month,dsl,electronic_check,basic,past
0,4.1,105.33,2,2,1,2.84,month-to-month,fiber,electronic_check,basic,never
0,11.8,75.94,2,2,0,1.04,month-to-month,dsl,bank_transfer,basic,current
0,20.7,46.56,2,0,0,4.28,two-year,fiber,electronic_check,plus,never
0,3.4,68.92,2,3,0,2.64,one-year,fiber,credit_card,basic,current
0,4.5,105.2,1,2,0,1.91,month-to-month,none,bank_transfer,basic,past
1,14.6,58.43,3,2,3,2.33,one-year,fiber,credit_card,basic,past
0,0.7,78.47,3,2,1,2.73,month-to-month,fiber,electronic_check,basic,never
0,11.6,91.0,1,1,1,3.01,month-to-month,fiber,electronic_check,plus,never
0,67.6,55.95,1,2,0,2.63,one-year,none,electronic_check,basic,never
0,25.4,67.97,2,2,1,2.38,month-to-month,dsl,bank_transfer,basic,past
0,49.0,57.81,2,1,1,2.24,one-year,fiber,credit_card,plus,never
0,72.0,51.77,3,1,0,0.6,month-to-month,fiber,credit_card,basic,never
0,25.4,87.31,3,3,1,2.39,month-to-month,dsl,bank_transfer,basic,never
0,49.1,28.14,3,3,0,1.95,two-year,fiber,electronic_check,basic,never
0,4.0,67.51,1,3,1,1.9,one-year,none,electronic_check,basic,never
0,19.4,38.92,1,1,0,0.6,month-to-month,fiber,credit_card,basic,never
0,5.4,37.42,1,1,0,0.7,month-to-month,dsl,electronic_check,plus,past
0,21.4,45.35,2,6,0,3.17,month-to-month,dsl,bank_transfer,basic,current
0,7.2,73.16,2,1,0,3.3,one-year,none,electronic_check,plus,past
0,11.9,65.04,2,2,2,1.36,two-year,fiber,credit_card,basic,past
0,14.5,78.89,2,1,0,0.17,month-to-month,none,electronic_check,plus,past
0,72.0,19.72,2,0,1,0.6,month-to-month,fiber,electronic_check,plus,past
0,37.5,61.9,3,1,1,0.1,month-to-month,dsl,bank_transfer,plus,never
0,16.7,33.68,2,1,0,3.19,month-to-month,dsl,electronic_check,basic,current
0,38.5,85.87,2,4,0,4.15,one-year,dsl,electronic_check,basic,current
1,3.7,88.89,2,3,0,4.44,month-to-month,fiber,electronic_check,basic,current
0,25.2,85.79,2,5,0,2.78,month-to-month,dsl,credit_card,basic,past
0,18.6,53.67,1,1,0,2.64,month-to-month,fiber,bank_transfer,plus,current
1,10.5,83.44,2,2,0,3.28,month-to-month,fiber,electronic_check,basic,current
0,10.5,43.0,1,4,1,1.83,one-year,fiber,bank_transfer,basic,past
0,3.5,45.51,2,4,1,1.73,one-year,dsl,credit_card,basic,never
0,6.2,76.4,1,2,0,0.0,month-to-month,dsl,credit_card,plus,never
0,10.3,24.94,3,0,0,2.63,month-to-month,fiber,bank_transfer,plus,never
1,1.5,58.94,3,5,0,4.4,month-to-month,fiber,electronic_check,basic,past
0,24.4,49.2,3,2,0,1.65,month-to-month,dsl,credit_card,basic,current
0,0.1,98.8,2,4,1,1.97,month-to-month,none,electronic_check,basic,current
1,21.7,68.15,3,3,0,2.13,one-year,fiber,electronic_check,basic,never
0,8.9,43.6,2,1,1,2.89,month-to-month,fiber,credit_card,basic,past
1,2.1,79.21,1,1,1,0.0,month-to-month,none,electronic_check,basic,never
0,7.0,74.83,3,2,1,1.36,month-to-month,dsl,bank_transfer,plus,past
0,3.5,77.1,2,3,2,3.63,one-year,dsl,electronic_check,plus,never
0,4.8,44.29,2,0,0,2.59,one-year,fiber,credit_card,plus,never
0,14.5,81.01,3,3,0,3.84,month-to-month,fiber,credit_card,basic,past
0,36.1,23.78,1,1,0,2.3,month-to-month,none,electronic_check,plus,past
0,11.2,99.24,2,1,0,0.33,one-year,dsl,electronic_check,plus,never
0,4.8,65.15,2,2,0,3.4,month-to-month,dsl,electronic_check,basic,past
0,24.0,92.55,2,2,0,1.3,two-year,none,electronic_check,basic,past
0,25.9,44.15,1,2,0,2.55,month-to-month,fiber,bank_transfer,basic,past
0,28.0,53.8,1,1,2,0.9,month-to-month,dsl,bank_transfer,basic,past
1,45.3,88.22,1,1,0,1.83,one-year,fiber,bank_transfer,plus,past
0,5.3,104.74,2,1,0,3.03,two-year,dsl,bank_transfer,plus,past
0,1.8,10.0,2,2,0,3.62,month-to-month,fiber,electronic_check,plus,past
0,10.8,59.93,2,3,2,2.01,one-year,dsl,electronic_check,basic,past
0,0.5,26.15,2,4,1,1.52,month-to-month,fiber,electronic_check,basic,past
0,16.0,54.67,1,2,0,0.26,one-year,none,electronic_check,premium,past
0,3.3,113.2,3,3,1,1.81,month-to-month,dsl,credit_card,basic,never
0,37.6,38.64,1,2,1,1.07,one-year,fiber,bank_transfer,basic,past
1,65.2,72.57,2,2,0,3.49,month-to-month,fiber,credit_card,plus,past
0,14.3,66.63,1,2,1,1.79,two-year,fiber,electronic_check,basic,past
0,18.7,66.68,2,3,0,1.09,month-to-month,none,electronic_check,plus,past
0,4.7,98.77,1,0,0,2.08,one-year,dsl,credit_card,plus,never
0,11.2,111.14,2,3,1,0.66,month-to-month,dsl,electronic_check,basic,past
1,1.2,95.82,3,1,1,4.19,month-to-month,fiber,electronic_check,plus,past
0,7.4,91.45,2,1,1,4.67,month-to-month,dsl,bank_transfer,plus,past
0,9.7,76.53,1,1,1,4.34,one-year,fiber,electronic_check,basic,never
0,0.7,32.64,1,1,0,2.96,two-year,dsl,electronic_check,basic,never
0,29.5,98.55,1,1,1,0.0,month-to-month,dsl,electronic_check,basic,current
0,4.5,106.54,2,3,0,4.62,month-to-month,fiber,electronic_check,basic,past
0,22.6,49.44,1,2,0,2.83,two-year,fiber,credit_card,premium,past
0,71.6,80.93,2,3,1,1.84,one-year,fiber,electronic_check,basic,past
1,7.3,84.83,2,4,1,2.53,month-to-month,fiber,credit_card,basic,past
0,26.1,62.19,0,1,0,0.53,one-year,none,electronic_check,basic,never
0,29.8,76.94,2,2,1,0.98,month-to-month,none,credit_card,basic,past
0,0.3,108.33,2,0,1,1.04,month-to-month,dsl,credit_card,premium,current
1,41.0,94.92,2,1,1,3.5,month-to-month,fiber,bank_transfer,plus,never
0,14.7,65.21,1,0,1,2.51,month-to-month,dsl,credit_card,plus,past
0,3.2,72.3,3,0,1,3.55,month-to-month,fiber,bank_transfer,plus,past
0,61.4,64.25,2,2,0,3.02,month-to-month,fiber,electronic_check,basic,past
0,7.4,33.12,3,3,1,2.61,one-year,fiber,electronic_check,plus,past
0,54.3,80.37,3,3,0,2.36,one-year,fiber,electronic_check,basic,never
0,0.2,88.19,2,1,1,1.11,month-to-month,dsl,electronic_check,plus,never
0,10.0,67.73,4,2,2,1.42,two-year,fiber,electronic_check,plus,never
0,0.1,39.72,3,3,0,1.77,month-to-month,fiber,credit_card,basic,never
0,4.0,77.39,2,2,0,2.35,one-year,dsl,electronic_check,plus,never
0,7.3,72.5,2,5,0,2.98,one-year,fiber,electronic_check,basic,current
1,9.9,72.4,1,4,0,2.4,month-to-month,fiber,electronic_check,basic,never
0,11.5,88.64,3,1,2,0.87,two-year,dsl,electronic_check,basic,never
0,0.4,58.38,3,2,0,3.51,one-year,fiber,electronic_check,basic,past
0,6.6,47.63,2,3,1,1.98,month-to-month,fiber,credit_card,basic,never
0,13.5,66.9,1,2,0,2.75,month-to-month,fiber,electronic_check,basic,past
1,6.7,83.16,2,2,2,2.25,month-to-month,fiber,credit_card,plus,past
0,1.2,93.4,1,3,3,3.48,month-to-month,none,bank_transfer,basic,never
0,25.0,119.51,1,3,1,2.68,month-to-month,fiber,electronic_check,basic,never
0,0.0,61.79,2,1,0,3.14,month-to-month,fiber,bank_transfer,premium,current
0,3.2,54.9,2,2,0,0.87,two-year,dsl,electronic_check,basic,current
1,18.0,59.83,2,3,1,4.53,month-to-month,fiber,electronic_check,basic,never
1,31.8,68.85,2,1,1,4.25,month-to-month,fiber,electronic_check,basic,never
0,1.3,51.48,2,1,0,3.33,two-year,fiber,bank_transfer,premium,never
1,19.5,96.92,1,4,0,2.48,month-to-month,none,electronic_check,basic,never
0,5.1,77.7,2,2,0,3.92,month-to-month,fiber,bank_transfer,plus,current
0,5.9,60.25,2,2,0,2.93,month-to-month,fiber,electronic_check,basic,past
0,9.7,48.79,2,2,0,2.09,month-to-month,dsl,electronic_check,basic,past
0,2.6,35.08,1,0,1,3.02,one-year,none,bank_transfer,plus,never
0,1.3,73.48,3,4,0,2.38,one-year,dsl,credit_card,basic,never
0,15.9,70.24,1,1,0,0.0,month-to-month,none,electronic_check,plus,past
0,1.8,87.86,2,2,1,1.57,month-to-month,dsl,credit_card,basic,current
0,44.4,10.0,3,3,1,3.7,month-to-month,dsl,electronic_check,basic,never
1,18.8,40.02,2,4,0,2.34,month-to-month,fiber,electronic_check,basic,past
0,5.2,22.58,1,1,0,2.54,one-year,fiber,credit_card,basic,past
0,46.2,59.92,3,4,1,2.08,one-year,fiber,bank_transfer,basic,never
0,18.4,60.05,3,4,2,1.18,month-to-month,dsl,electronic_check,basic,past
0,7.5,88.69,2,1,0,3.9,month-to-month,fiber,electronic_check,basic,never
0,9.4,57.04,1,4,0,4.27,month-to-month,dsl,credit_card,basic,never
0,30.1,47.2,3,5,0,3.29,month-to-month,fiber,electronic_check,basic,current
0,0.7,41.47,2,0,0,3.06,one-year,fiber,bank_transfer,plus,past
0,17.0,43.41,3,1,1,1.45,month-to-month,fiber,electronic_check,plus,past
0,18.6,25.11,1,2,1,4.09,month-to-month,fiber,bank_transfer,basic,past
1,1.6,69.92,2,4,0,2.89,month-to-month,none,electronic_check,basic,past
0,39.3,75.99,1,4,0,1.92,month-to-month,fiber,bank_transfer,basic,never
0,3.8,47.92,2,1,1,1.96,month-to-month,fiber,credit_card,plus,never
0,24.0,86.32,2,2,2,3.34,month-to-month,fiber,electronic_check,basic,current
0,18.5,71.9,4,1,1,4.51,month-to-month,fiber,credit_card,plus,current
0,32.2,77.55,2,0,0,3.96,month-to-month,fiber,electronic_check,plus,past
0,1.5,96.45,4,2,0,4.22,one-year,fiber,electronic_check,basic,current
0,6.6,37.27,2,1,0,3.92,month-to-month,dsl,electronic_check,plus,current
0,0.7,53.47,2,0,0,2.92,one-year,none,electronic_check,plus,never
0,11.9,47.41,2,2,0,1.76,month-to-month,fiber,bank_transfer,plus,never
0,2.4,73.38,2,2,1,1.75,two-year,dsl,bank_transfer,basic,never
0,5.6,61.29,2,0,1,2.83,two-year,fiber,credit_card,plus,past
0,4.2,58.78,1,3,0,1.98,month-to-month,dsl,bank_transfer,basic,never
1,35.4,122.09,2,4,0,1.63,two-year,fiber,electronic_check,basic,past
0,0.1,78.73,2,1,1,1.37,two-year,dsl,electronic_check,basic,past
1,2.3,97.52,3,0,2,3.02,month-to-month,fiber,credit_card,plus,current
0,10.0,62.86,3,2,1,3.09,month-to-month,fiber,electronic_check,plus,never
0,27.7,62.91,2,3,0,0.53,month-to-month,dsl,credit_card,basic,past
0,28.8,44.88,1,2,0,0.71,month-to-month,fiber,credit_card,basic,never
0,35.8,71.54,2,0,0,2.32,month-to-month,fiber,credit_card,plus,past
0,5.1,57.9,3,1,0,0.55,month-to-month,dsl,electronic_check,basic,past
0,19.8,44.86,2,4,0,2.39,month-to-month,fiber,bank_transfer,basic,never
1,9.3,52.49,2,1,0,3.08,month-to-month,dsl,electronic_check,basic,current
0,1.4,63.28,2,1,1,0.53,month-to-month,dsl,electronic_check,basic,past
0,37.7,20.94,3,0,0,2.3,two-year,fiber,electronic_check,plus,past
0,14.0,63.03,3,3,2,1.46,month-to-month,fiber,electronic_check,basic,never
0,20.7,81.41,1,3,2,2.74,one-year,fiber,electronic_check,basic,past
0,2.4,39.56,2,3,0,1.26,month-to-month,fiber,electronic_check,basic,current
0,5.0,68.76,2,1,2,0.6,one-year,fiber,electronic_check,basic,never
0,3.3,34.69,1,4,0,2.84,month-to-month,dsl,electronic_check,basic,past
0,0.5,75.64,2,1,0,4.02,two-year,fiber,credit_card,basic,never
0,25.3,74.61,2,0,0,1.34,month-to-month,fiber,electronic_check,premium,past
0,9.5,24.99,0,4,3,2.74,one-year,none,bank_transfer,basic,never
0,39.5,92.84,1,1,1,0.6,month-to-month,fiber,bank_transfer,basic,current
0,16.0,61.4,2,1,2,2.23,month-to-month,dsl,electronic_check,premium,past
0,5.3,26.28,3,2,0,3.87,month-to-month,fiber,credit_card,basic,never
0,23.3,36.09,2,1,0,2.69,two-year,dsl,bank_transfer,basic,current
1,2.4,123.19,1,3,0,0.6,month-to-month,fiber,credit_card,basic,never
0,32.3,47.29,3,1,0,3.12,one-year,dsl,credit_card,basic,past
0,16.0,56.73,1,2,0,2.96,month-to-month,fiber,bank_transfer,basic,past
0,15.1,18.9,3,2,0,2.59,two-year,dsl,bank_transfer,plus,past
0,18.6,76.66,2,4,0,3.06,one-year,fiber,electronic_check,basic,never
